number,name,category,asterisk2,asterisk3,biggerlinks,smallerlinks,fronttext,backtext,frontimage,backimage
"196","CORNER DOORS","BUILDINGS","/100%","/80%","131, 135, 142","198, 224, 225, 237, 249","The success of a room depends to a great extent on the position of the doors. If the doors create a pattern of movement which destroys the places in the room, the room will never allow people to be comfortable.","Except in very large rooms, a door only rarely makes sense in the middle of a wall. It does in an entrance room, for instance, because this room gets its character essentially from the door. But in most rooms, especially small ones, put the doors as near the corners of the room as possible. If the room has two doors, and people move through it, keep both doors at one end of the room.","https://raw.githubusercontent.com/maxkrieger/pattern-language-cards/master/patterns//196/front.jpg","https://raw.githubusercontent.com/maxkrieger/pattern-language-cards/master/patterns//196/back.gif"
"197","THICK WALLS","BUILDINGS","/100%","/100%","160, 179, 180, 190, 191","180, 198, 199, 200, 201, 202, 203, 204, 211, 212","Houses with smooth hard walls made of prefabricated panels, concrete, gypsum, steel, aluminum, or glass always stay impersonal and dead.","Open your mind to the possibility that the walls of your building can be thick, can occupy a substantial volume - even actual usable space - and need not be merely thin membranes which have no depth. Decide where these thick walls ought to be.","https://raw.githubusercontent.com/maxkrieger/pattern-language-cards/master/patterns//197/front.jpg","https://raw.githubusercontent.com/maxkrieger/pattern-language-cards/master/patterns//197/back.gif"
"198","CLOSETS BETWEEN ROOMS","BUILDINGS","/100%","/80%","183, 189, 196","197","The provision of storage and closets usually comes as an afterthought.","Mark all the rooms where you want closets. Then place the closets themselves on those interior walls which lie between two rooms and between rooms and passages where you need acoustic insulation. Place them so as to create transition spaces for the doors into the rooms. On no account put closets on exterior walls. It wastes the opportunity for good acoustic insulation and cuts off precious light.","https://raw.githubusercontent.com/maxkrieger/pattern-language-cards/master/patterns//198/front.jpg","https://raw.githubusercontent.com/maxkrieger/pattern-language-cards/master/patterns//198/back.gif"
"199","SUNNY COUNTER","BUILDINGS","/100%","/80%","128, 139, 184","192, 200, 211, 250","Dark gloomy kitchens are depressing. The kitchen needs the sun more than the other rooms, not less.","Place the main part of the kitchen counter on the south and southeast side of the kitchen, with big windows around it, so that sun can flood in and fill the kitchen with yellow light both morning and afternoon.","https://raw.githubusercontent.com/maxkrieger/pattern-language-cards/master/patterns//199/front.jpg","https://raw.githubusercontent.com/maxkrieger/pattern-language-cards/master/patterns//199/back.gif"
"2","THE DISTRIBUTION OF TOWNS","TOWNS","/80%","/80%","1","3, 4, 6","If the population of a region is weighted too far toward small villages, modern civilization can never emerge; but if the population is weighted too far toward big cities, the earth will go to ruin because the population isn't where it needs to be, to take care of it.","Encourage a birth and death process for towns within the region, which gradually has these effects:  1. The population is evenly distributed in terms of different sizes- example, one town with 1,000,000 people, 10 towns with 100,000 people each, 100 towns with 10,000 people each, and 1000 towns with 1000 people each.  2. These towns are distributed in space in such a way that within each size category the towns are homogeneously distributed all across the region.","https://raw.githubusercontent.com/maxkrieger/pattern-language-cards/master/patterns//2/front.jpg","https://raw.githubusercontent.com/maxkrieger/pattern-language-cards/master/patterns//2/back.gif"
"20","MINI-BUSES","TOWNS","/100%","/80%","11, 16","23, 34, 92","Public transportation must be able to take people from any point to any other point within the metropolitan area.","Establish a system of small taxi-like buses, carrying up to six people each, radio-controlled, on call by telephone, able to provide point-to-point service according to the passengers' needs, and supplemented by a computer system which guarantees minimum detours, and minimum waiting times. Make bus stops for the mini-buses every 600 feet in each direction, and equip these bus stops with a phone for dialing a bus.","https://raw.githubusercontent.com/maxkrieger/pattern-language-cards/master/patterns//20/front.jpg","https://raw.githubusercontent.com/maxkrieger/pattern-language-cards/master/patterns//20/back.gif"
"200","OPEN SHELVES","BUILDINGS","/100%","/80%","139, 183, 197","201, 211","Cupboards that are too deep waste valuable space, and it always seems that what you want is behind something else.","Cover the walls with narrow shelves of varying depth but always shallow enough so that things can be placed on them one deep - nothing hiding behind anything else.","https://raw.githubusercontent.com/maxkrieger/pattern-language-cards/master/patterns//200/front.jpg","https://raw.githubusercontent.com/maxkrieger/pattern-language-cards/master/patterns//200/back.gif"
"201","WAIST-HIGH SHELF","BUILDINGS","/80%","/80%","197, 200","211, 253","In every house and every workplace there is a daily ""traffic"" of the objects which are handled most. Unless such things are immediately at hand, the flow of life is awkward, full of mistakes; things are forgotten, misplaced.","Build waist-high shelves around at least a part of the main rooms where people live and work. Make them long, 9 to 15 inches deep, with shelves or cupboard underneath. Interrupt the shelf for seats, windows, and doors.","https://raw.githubusercontent.com/maxkrieger/pattern-language-cards/master/patterns//201/front.jpg","https://raw.githubusercontent.com/maxkrieger/pattern-language-cards/master/patterns//201/back.gif"
"202","BUILT-IN SEATS","BUILDINGS","/100%","/80%","130, 142, 179, 180","197, 211","Built-in seats are great. Everybody loves them. They make a building feel comfortable and luxurious. But most often they do not actually work. They are placed wrong, or too narrow, or the back does not slope, or the view is wrong, or the seat is too hard. This pattern tells you what to do to make a built-in seat that really works.","Before you build the seat, get hold of an old arm chair or a sofa, and put it into the position where you intend to build a seat. Move it until you really like it. Leave it there for a few days. See if you enjoy sitting in it. Move it if you don't. When you have got it into a position which you like, and where you often find yourself sitting, you know it is a good position. Now build a seat that is just as wide, and just as well padded - and your built-in seat will work.","https://raw.githubusercontent.com/maxkrieger/pattern-language-cards/master/patterns//202/front.jpg","https://raw.githubusercontent.com/maxkrieger/pattern-language-cards/master/patterns//202/back.gif"
"203","CHILD CAVES","BUILDINGS","/80%","/80%","73, 86, 137, 197","211, 224","Children love to be in tiny, cave-like places.","Wherever children play, around the house, in the neighborhood, in schools, make small ""caves"" for them. Tuck these caves away in natural left over spaces, under stairs, under kitchen counters. Keep the ceiling heights low - 2 feet 6 inches to 4 feet - and the entrance tiny.","https://raw.githubusercontent.com/maxkrieger/pattern-language-cards/master/patterns//203/front.jpg","https://raw.githubusercontent.com/maxkrieger/pattern-language-cards/master/patterns//203/back.gif"
